ID,COUNTRY,GOODCOMPLETE,CONSENT,GENDER,AGE,ETHNICITY,ABROAD,ABROAD_YEAR,MARITAL,MARITAL_TEXT,EMPLOYMENT,EMPLOYMENT_TEXT,INCOME,LE1,LE2,LE3,LE4,LE5,LE6,LE7,LE8,LE9,LE10,LE11,LE12,LE13,LE14,LE15,LE16,LE17,LE18,LE19,LE20,LE21,LE22,LE23,LE24,LE25,LE26,LE27,LE28,LE29,ATTENTION1,ATTENTION2,DASS1,DASS2,DASS3,DASS4,DASS5,DASS6,DASS7,DASS8,DASS9,DASS10,DASS11,DASS12,DASS13,DASS14,DASS15,DASS16,DASS17,DASS18,DASS19,DASS20,DASS21,EX1,EX2,EX3,EX4,EX5,RELG_UP,AFF_UP,RELG_NOW,SPIRIT_NOW,AFF_NOW,AFFILIATION,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,RELBEH1,RELBEH2,RELBEH3,RELBEH4,RELBEH5,LOCUS1,LOCUS2,LOCUS3,LOCUS4,LOCUS5,LOCUS6,GOD1,GOD2,GOD3,GOD4,GOD5,GOD6,GOD7,GOD8,GOD9,GOD10,GOD11,GOD12,GOD13,GOD14,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,DAQ1,DAQ2,DAQ3,DAQ4,DAQ5,DAQ6,DAQ7,DAQ8,DAQ9,DAQ10,DAQ11,DAQ12,DAQ13,DAQ14,DAQ15,JONG1,JONG2,JONG3,JONG4,JONG5,JONG6,JONG7,JONG8,JONG9,JONG10,JONG11,JONG12,HONEST,COMMENTS,DROP1,DROP2,CHECK,SBS,EDAS,DAQ
R_7Tymh0y9T3Dau7X,Russia,1,"1,2,3,4,5,6",1,27,русский,2,NA,2,NA,1,NA,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,"9,14,15",21,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,1,1,26,Atheist,-3,-3,0,1,3,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,1,-4,1,-2,1,0,0,-3,-3,-3,1,0,-3,-3,0,1,1,-1,0,6,0,6,0,6,6,0,0,0,0,8,6,0,6,4,3,3,3,3,3,3,3,2,0,2,1,1,2,NA,1,0,1,-0.333333333,2.25,3.2
R_3xyPtMZQq670097,Russia,1,"1,2,3,4,5,6",2,57,европейская,2,NA,1,NA,3,NA,4,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,21,NA,2,1,2,1,2,2,1,4,4,1,2,2,2,2,2,2,1,2,2,1,1,3,3,2,1,2,0,26,0,8,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,-4,4,-4,4,4,-4,-4,2,1,1,1,0,5,8,8,8,8,8,8,8,8,8,4,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,2,Нет,0,NA,0,-4,4,7.533333333
R_6rl6Yn2VyP3NCTP,Russia,1,"1,2,3,4,5,6",1,41,русская,2,NA,3,NA,1,NA,3,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,21,NA,3,2,1,2,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,2,2,3,2,1,1,0,26,0,3,26,Atheist,0,0,2,0,1,2,1,0,1,0,0,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-1,-2,2,1,7,6,7,3,2,4,2,1,7,2,3,3,2,-3,-4,-3,-3,-4,-4,-4,-4,-4,-4,-3,-4,2,NA,0,NA,0,0.833333333,-3.666666667,3.466666667
R_bdCMxo5xdnZVA3P,Russia,1,"1,2,3,4,5,6",2,20,русский,2,NA,2,NA,"5,7",—Å—Ç—É–¥–µ–Ω—Ç,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"3,12,15,17",21,2,2,1,1,3,3,2,2,3,1,4,3,2,2,2,1,2,3,2,2,2,2,2,2,3,1,1,2,0,2,26,Atheist,4,4,0,-3,0,4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,-4,-4,-4,-4,4,0,-4,-2,-3,0,-3,-1,8,5,8,7,7,8,7,7,8,8,8,8,2,7,7,4,3,4,4,4,4,4,4,4,4,4,4,2,NA,1,0,1,1.5,3.916666667,7
R_5ziZdYJIVO814R7,Russia,1,"1,2,3,4,5,6",1,25,славянка,1,1,2,NA,2,NA,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,"2,8,11,12,19",21,2,2,2,3,4,2,3,3,1,4,4,2,4,2,4,4,4,4,4,4,4,5,4,2,3,4,1,"2,26,27",0,0,26,Atheist,0,0,-4,-4,-4,-3,0,0,1,0,0,-4,-4,-4,-4,-4,-4,2,-3,2,1,0,3,1,3,2,1,3,4,2,1,-2,-2,-2,-2,-1,1,0,8,7,8,6,6,7,8,8,0,8,0,0,0,-4,-4,-4,-4,-4,-4,1,-4,1,-4,-4,1,2,Плохой перевод. Bad translation into Russian that sometimes makes hard to understand the meaning.,1,0,1,-2.5,-2.75,4.466666667
R_4MxTO75oBSK0GCF,Turkey,1,"1,2,3,4,5,6",1,35,ÇERKES,2,NA,3,NA,7,FREELANCE,5,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,"3,19",21,3,2,3,2,4,4,1,2,3,1,2,2,2,2,2,2,2,2,1,2,1,4,4,2,2,1,0,"12,26",0,0,26,Atheist,-4,-4,-3,-3,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-2,-3,-2,-3,-3,4,8,5,4,8,8,8,5,0,6,0,8,8,8,8,-3,-1,-3,-3,-3,-3,-3,-3,0,-3,-3,1,2,Çok fantastik bir çalışmaymış...,1,0,1,-3.666666667,-2.25,5.866666667
R_6mqEidKsF4TFAZD,Turkey,1,"1,2,3,4,5,6",2,20,Türk,2,NA,1,NA,7,√ñƒürenci,5,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,"1,2,4,5,11,16,19",21,3,2,2,3,4,4,3,3,3,3,2,4,3,3,2,2,3,3,3,3,4,5,3,4,4,2,6,14,0,0,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,2,-4,-4,-4,-4,-4,-4,3,3,3,1,2,3,3,4,0,-1,2,0,1,-2,-3,-3,-3,-3,-3,8,8,7,7,7,7,6,8,6,6,7,7,6,6,7,4,4,4,4,4,4,3,3,4,3,4,3,2,güzel bir çalışmaydı herhangi bir problem yoktu.,1,0,1,-4,3.666666667,6.866666667
R_cTjrCfm7ftFtJL7,Turkey,1,"1,2,3,4,5,6",2,22,türk,2,NA,1,NA,1,NA,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,21,NA,3,2,2,1,3,2,1,1,1,2,1,3,2,1,1,2,3,2,2,1,1,4,2,2,2,1,2,26,0,5,26,Atheist,-4,-4,-3,-4,-4,-2,0,0,0,0,1,-4,-4,-4,-4,-4,-4,2,2,2,4,-4,2,3,-4,-4,2,-3,2,-4,-4,-2,-2,-1,-2,1,0,5,7,5,2,2,3,0,2,0,0,6,2,0,2,-4,-4,-1,-2,-4,-2,-3,-4,-3,-4,-4,-3,2,NA,0,NA,0,-3.5,-3.166666667,2.4
R_a9MCcNx4LlQ7vjD,Turkey,1,"1,2,3,4,5,6",1,20,türk,2,NA,1,NA,7,√∂ƒürenci,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"1,4,15,18",21,3,2,2,4,3,3,3,3,2,2,2,2,3,3,3,4,4,4,3,3,4,2,3,5,1,4,3,12,0,3,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,4,0,1,-4,-4,-4,-4,-4,-4,1,1,1,1,0,0,1,2,2,3,2,3,0,3,-2,-2,0,1,-3,0,0,3,8,3,3,0,0,3,0,1,8,2,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,NA,1,0,1,-4,-4,2.066666667
R_5uN04CqbH4Lz5vT,Turkey,1,"1,2,3,4,5,6",2,45,turk,2,NA,3,NA,1,NA,5,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,"2,11,12,18",21,2,2,1,3,2,1,1,2,3,4,2,3,4,3,1,3,3,3,4,3,4,4,3,1,4,4,4,12,0,0,26,Atheist,-4,-4,-2,-4,-4,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,-4,-4,-4,-4,1,-4,-4,-1,-3,-3,-3,-3,0,0,7,0,0,0,0,5,0,0,0,6,6,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,NA,1,0,1,-3,-4,1.6
R_02k74XZQvQOQMg5,Turkey,1,"1,2,3,4,5,6",1,37,Kafkas,1,1,1,NA,1,NA,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,21,NA,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,12,0,7,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,-4,0,4,-4,4,-4,-4,0,0,0,0,0,2,0,1,1,3,0,0,1,0,0,0,5,0,0,0,-4,-3,-4,-3,-4,-3,-4,-4,-4,-4,-4,-4,2,NA,0,NA,0,-4,-3.75,0.866666667
R_4Z4dJl3Px7lBaOp,Turkey,1,"1,2,3,4,5,6",2,25,Türk,2,NA,1,NA,1,NA,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,21,NA,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,3,2,1,1,2,2,4,12,0,6,26,Atheist,-4,-4,0,0,0,-4,0,0,0,0,7,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,4,6,7,8,4,7,5,8,2,4,5,8,7,5,8,3,3,3,3,2,0,-4,4,3,3,3,1,2,Güzel bir çalışma olmuş.,0,NA,0,-2,2,5.866666667
R_bNSfBYXxDSXh033,Turkey,1,"1,2,3,4,5,6",2,22,Türk,2,NA,1,NA,7,√ñƒürenci,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,NA,1,2,1,1,2,2,2,2,2,4,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,1,5,12,0,0,26,Atheist,-4,-4,-3,2,-2,4,0,0,0,0,4,-4,-4,-4,-4,-4,-4,4,3,2,4,3,4,4,-2,-4,-4,-4,-4,-4,-4,3,3,3,1,0,0,5,5,0,5,5,3,6,0,0,0,8,0,8,0,-1,4,0,1,0,4,4,4,1,4,4,4,2,Herhangi bir problemli kısım gözüme çarpmadı.,0,NA,0,-1.166666667,2.416666667,3
R_9WQuypubVpHntyt,Turkey,1,"1,2,3,4,5,6",2,49,Türk,2,NA,5,NA,3,NA,7,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"1,3,12,14,16,17",21,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,3,2,3,1,1,4,12,0,6,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,3,4,3,0,0,3,-4,0,0,0,0,4,0,0,-2,-2,1,0,-3,0,6,6,6,4,6,0,6,0,6,0,6,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,Teşekkürler.,1,0,1,-4,-4,3.066666667
R_0qeAMmoFqKzBovX,Turkey,1,"1,2,3,4,5,6",2,35,Türk,2,NA,1,NA,1,NA,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,21,NA,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,3,2,3,3,3,2,1,4,4,4,12,0,3,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,3,3,4,3,3,3,2,-4,4,4,1,1,-4,-1,-1,-2,-1,-3,-3,6,6,6,7,7,4,4,7,2,6,7,4,7,6,5,1,3,1,3,1,-1,1,1,2,1,1,0,2,NA,0,NA,0,-4,1.166666667,5.6
R_07iNpJEQCS9qOBD,Turkey,1,"1,2,3,4,5,6",2,23,türk,1,1,1,NA,2,NA,4,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,21,NA,3,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,2,4,4,2,4,3,4,12,0,2,26,Atheist,-4,-4,2,4,4,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,2,4,4,4,4,4,4,-4,0,-4,-4,2,-4,-4,2,1,1,0,1,2,6,8,8,5,0,2,0,0,0,0,3,4,0,4,-2,0,4,0,-2,0,-4,-2,-4,-2,-2,-2,2,bazı türkçe çeviri hataları vardı. sanırsam ilk sorularda ana soru ve cevapları arasında cümle yüklem uyumsuzluğu vardı. bir kontrol edin.,0,NA,0,0.333333333,-1.333333333,2.8
R_3Pfx1XN5MNHz6T3,Turkey,1,"1,2,3,4,5,6",2,41,türk,2,NA,3,NA,1,NA,7,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,21,NA,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,4,2,3,2,3,3,2,3,0,12,0,2,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,3,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,-4,-4,0,-4,4,-4,-4,1,1,2,1,-1,0,6,2,0,0,3,3,2,0,8,0,2,0,2,0,-4,-3,-4,-4,-4,-3,-3,-4,-4,-4,-4,-4,2,başarılı bir çalışma ve ülkemde ki sonuçları merak ediyorum.,0,NA,0,-4,-3.75,1.866666667
R_9NatqgVbZT7g2Hz,Turkey,1,"1,2,3,4,5,6",2,38,Türk,1,8,5,NA,1,NA,6,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,21,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,3,2,3,2,1,1,2,1,2,12,0,4,26,Atheist,-4,-4,-4,-4,-4,0,0,0,6,0,0,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,0,0,1,-1,-1,1,1,4,4,0,1,0,4,0,0,0,3,0,1,1,-3,-3,-3,0,-3,-4,-4,-3,-3,-3,-4,-3,2,Bir keresinde zihnimde farklı açılardan ölümü deneyimlemeye çalışmıştım. ve hiç bir ölüm şekline kendimi yakın hissedememiştim. çalışmanız çok başarılı ama bir iki zihnin derinlerine inen düşünsel soru ekleyebilirsiniz.,1,0,1,-3.333333333,-3,1.333333333
R_bOdqFozbPtPABxz,Turkey,1,"1,2,3,4,5,6",1,45,TÜRK,2,NA,5,NA,1,NA,7,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"5,16,19",21,2,2,2,1,1,3,3,2,1,2,1,2,2,3,2,1,1,2,1,2,2,3,2,2,2,1,7,12,0,0,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,1,0,0,-1,0,-1,-1,1,1,1,1,2,-2,1,2,0,1,1,1,5,6,7,6,5,6,5,5,0,2,1,5,3,3,1,1,2,1,1,1,2,1,0,0,2,1,0,2,ÖLÜMLE İLGİLİ SORULAR RAHATSIZ EDİCİYDİ,1,0,1,-4,1,4
R_86dUqAIRPzp4pnv,Turkey,1,"1,2,3,4,5,6",1,40,Rus,1,28,3,NA,2,NA,5,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,"1,17,19",21,2,1,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2,1,0,26,0,4,26,Atheist,0,-4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,5,4,4,4,3,0,1,3,4,2,3,4,3,3,4,3,1,1,1,3,4,3,2,1,2,3,2,1,COK FAZLA SORULAR ÖLUM HAKKINDA BIRAZ MORELİMİ BOZDU,1,0,1,-0.333333333,2.166666667,3.133333333
R_bqFscnJtpmeSNLf,Turkey,1,"1,2,3,4,5,6",2,20,türk,2,NA,1,NA,5,NA,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,21,NA,2,1,1,1,3,1,1,1,4,3,1,1,2,4,1,1,1,2,3,2,2,3,1,3,1,1,4,12,0,3,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,3,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,3,-3,0,0,-3,3,-4,0,2,0,3,2,-2,1,7,3,6,3,2,4,5,7,1,0,5,4,5,1,2,3,3,2,1,4,1,3,1,3,3,4,2,NA,0,NA,0,-4,2.5,3.6
R_3rxXFYuHiSz3wax,Turkey,1,"1,2,3,4,5,6",1,24,beyaz,2,NA,1,NA,2,NA,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,NA,2,1,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,3,2,3,2,4,12,1,1,26,Atheist,-2,-3,-3,-3,-3,-3,0,0,0,0,0,-4,-4,-4,-4,-4,-4,1,-2,2,-1,0,0,-2,-1,1,2,0,3,1,1,0,-2,-2,-3,0,7,3,7,3,8,5,8,7,2,2,5,7,3,7,8,3,3,3,3,3,3,3,3,3,3,3,3,2,NA,0,NA,0,-2.833333333,3,5.466666667
R_4OaROoXQCn57guF,China,1,"1,2,3,4,5,6",2,27,汉,1,NA,3,NA,1,NA,6,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"1,3,5,9,12,14,16,17,19",21,2,3,2,1,2,3,1,2,1,1,3,4,3,4,1,2,3,2,3,1,1,2,3,2,1,1,0,26,0,6,26,Atheist,-1,-4,1,-3,-2,3,4,2,6,3,7,-3,-2,-3,0,-1,-2,3,4,3,2,1,0,3,-3,-1,2,0,1,-2,-1,2,3,2,2,0,1,5,1,3,7,6,2,3,5,1,0,2,6,2,0,-2,2,-1,-3,0,0,1,3,-1,-4,-2,-3,2,NA,1,0,1,-1,-0.833333333,2.933333333
R_bIep1H2X30ToJrT,Brazil,1,"1,2,3,4,5,6",2,52,branco,2,NA,4,NA,4,NA,5,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,"1,4,19",21,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,3,3,2,1,1,3,3,2,3,3,3,4,1,0,2,26,Atheist,-4,-4,0,0,-2,-2,0,0,1,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,4,4,4,4,4,4,4,-2,-2,-2,-2,-3,2,6,6,4,5,6,2,2,1,4,4,5,4,2,5,1,1,0,0,-2,2,1,-2,2,-2,1,1,2,"Estudo interessante, diferente da maioria das outras pesquisas que efetuei.",1,0,1,-2,0.25,3.866666667
R_06eJ5mS6oex41hj,Turkey,1,"1,2,3,4,5,6",2,20,Türk,2,NA,1,NA,2,NA,7,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"2,3,5,9,10,11,14,15,16,17,18,19",21,3,2,2,2,3,3,2,2,2,3,3,1,2,3,1,2,2,3,3,3,3,3,4,3,4,4,2,14,0,2,26,Atheist,-3,-3,0,-3,-3,-2,0,0,0,0,0,-4,-4,-4,-4,-4,-4,1,1,2,2,0,1,-1,0,4,4,3,4,-4,3,-1,0,-1,-1,-2,8,8,3,8,8,2,7,4,0,3,5,5,7,6,0,3,4,3,4,4,3,4,4,2,4,4,2,2,NA,1,0,1,-2.333333333,3.416666667,4.933333333
R_cTiaqL5y0oDnDkV,Russia,1,"1,2,3,4,5,6",2,40,Русский,2,NA,2,NA,1,NA,5,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,21,NA,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,3,1,2,2,2,3,1,1,2,1,0,26,0,4,26,Atheist,-4,-4,-4,-4,-4,-4,0,0,0,0,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-2,-1,0,-3,5,6,8,7,8,4,5,8,3,1,0,6,0,0,0,-1,-1,-4,-1,-4,1,-1,-1,0,-1,-4,-1,2,Очень своеобразная анкета. Мне понравилась.,0,NA,0,-4,-1.5,4.066666667
R_eDKSUpKeQufZ2p7,Russia,1,"1,2,3,4,5,6",2,27,Русский,2,NA,3,NA,1,NA,7,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,21,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,3,2,4,2,0,0,26,Atheist,-3,-4,-4,-4,-4,-3,0,0,0,0,0,-4,-4,-4,-4,-4,-4,4,4,4,1,4,3,4,0,0,0,0,2,0,0,2,2,3,3,3,0,3,0,0,0,2,2,0,0,0,2,4,0,0,0,-4,-4,-4,0,-4,0,1,-4,0,0,-4,-2,2,"Смерть не должна пугать человека. Это естественный процесс в мире. Все живые организмы рождаются и умирают. А Бога, я считаю, нет. Это мое мнение.",0,NA,0,-3.666666667,-2.083333333,0.866666667
R_d5WDWIKAHgHDgRn,Russia,1,"1,2,3,4,5,6",2,22,русский,2,NA,1,NA,2,NA,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,NA,2,2,1,3,4,2,2,2,3,1,2,2,2,4,1,1,2,3,3,2,2,4,4,2,3,5,2,"2,26",0,3,26,Atheist,-3,-3,-3,-3,-1,-2,0,0,0,0,3,-4,-4,-4,-4,-4,-4,4,3,3,3,1,-2,4,-4,-4,-3,-1,2,-4,-3,-3,-2,-3,-3,0,8,8,2,4,8,0,0,8,3,8,1,5,0,8,8,4,4,3,4,4,4,4,4,4,4,4,4,2,NA,0,NA,0,-2.5,3.916666667,4.733333333
R_d0fRiCLP9Edrq9n,Russia,1,"1,2,3,4,5,6",2,27,Русский,2,NA,2,NA,1,NA,7,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,21,NA,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,3,1,3,2,3,2,0,26,0,5,26,Atheist,-4,-4,-4,-4,0,-2,0,0,0,0,0,-4,-4,-4,-4,-4,-4,4,4,3,4,4,4,4,-3,0,-3,-3,-3,-3,-3,2,1,3,3,3,3,3,5,5,7,5,5,5,5,7,2,7,4,2,2,-2,-2,-2,-3,-2,-3,-3,-2,-2,-3,-2,-3,2,NA,0,NA,0,-3,-2.416666667,4.466666667
R_0jhRFMPAvdKmJCJ,Brazil,1,"1,2,3,4,5,6",2,39,branco,2,NA,3,NA,1,NA,5,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"12,19",21,2,3,2,3,3,3,1,1,1,1,3,2,4,3,1,3,3,4,4,2,4,2,2,3,2,1,2,1,0,0,26,Atheist,-3,-3,-3,-3,-3,-3,0,0,0,0,0,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,4,6,5,4,4,4,6,4,6,1,2,2,2,2,2,2,2,1,2,1,2,2,2,Essa pesquisa foi extremamente interessante!,1,0,1,-3,1.833333333,4.466666667
R_1NRYdBi7D2Hhg45,China,1,"1,2,3,4,5,6",1,33,汉族,2,NA,3,NA,1,NA,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,NA,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,26,4,4,26,Atheist,0,-1,0,0,-1,0,3,4,3,3,3,-1,-1,-1,-2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,3,3,2,3,2,3,3,3,3,2,2,2,2,3,3,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,2,不喜欢这次调查的内容,0,NA,0,-0.333333333,-0.833333333,2.6
